user_id,parent_asin,rating,timestamp
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004UG9B,4.0,976637230000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B0000488VP,5.0,976743699000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004SR5M,5.0,976810403000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00000K10U,5.0,976812571000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B001EYUPLK,5.0,976906048000
AEK5ENP4GNKULEKWEVFCGY3V25XA,B00004TEQD,4.0,977091332000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00000K10O,4.0,977185282000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B001E91OQA,5.0,977347513000
AEK5ENP4GNKULEKWEVFCGY3V25XA,B00004U62B,5.0,977716425000
AFSP4K4T5WBMQ3ZMDZ46QWLVQVBQ,B00002S6CC,1.0,977962940000
AFSP4K4T5WBMQ3ZMDZ46QWLVQVBQ,B00004U55D,4.0,977968981000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004U4QE,5.0,978111841000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004KHAG,5.0,978112149000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004TEXU,4.0,978270570000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00001QES1,5.0,978271005000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004NS11,3.0,978453611000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B001EYUNRG,1.0,978541144000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004WGW1,4.0,978541614000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004XRBM,2.0,978542767000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00001YVIB,1.0,978554493000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004R61M,2.0,978561913000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00002SVML,5.0,978648374000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004W4QS,5.0,978662280000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004ZC7H,1.0,979240948000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004R9AL,4.0,979243566000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004WGVY,4.0,979573804000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00002SU5D,3.0,979659692000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004SDGB,2.0,979662416000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B0000296ZB,4.0,979665576000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00002STFN,5.0,979810340000
AEJ3MXYLRYKXWNL7GDIXHSEJDXBQ,B00000K10U,5.0,980184736000
AHI4FA3GBHSW7TI3TWZIBUPXN3WA,B00004WLVV,4.0,980246815000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004UE0U,5.0,980353815000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004TEYR,5.0,980415539000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004U5VS,5.0,980436888000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B001E91OFQ,4.0,980509943000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004U1R3,5.0,980591078000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004U620,4.0,980591486000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004U62D,4.0,980591725000
AHI4FA3GBHSW7TI3TWZIBUPXN3WA,B0000520GG,5.0,980650154000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B000058BCU,5.0,980856873000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004U1QX,5.0,980857252000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004R9IB,4.0,980861244000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00000INR2,5.0,980862199000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004YRQA,5.0,981044147000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00000K2R6,5.0,981044643000
AHI4FA3GBHSW7TI3TWZIBUPXN3WA,B0000296O5,5.0,981190042000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B001EYUQ2I,4.0,981395139000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004Z0MH,3.0,981397047000
AGTESY2ND4N2XHXTMMNT3YVG52CQ,B00002STH0,2.0,981398539000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004U5VF,4.0,981485734000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004SUK6,4.0,981564653000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00000K115,5.0,981568574000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B00004T00A,5.0,981658250000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B00004T009,5.0,981659031000
AGTESY2ND4N2XHXTMMNT3YVG52CQ,B00000J9J9,5.0,981957709000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B001E90A10,5.0,981979283000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B00004ZBSX,5.0,982003901000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B00002NDRY,5.0,982004530000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B00000DMAN,4.0,982067505000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B00004S653,5.0,982068189000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B001EYUPKQ,5.0,982090132000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B000056PJI,5.0,982103969000
AFSP4K4T5WBMQ3ZMDZ46QWLVQVBQ,B000056KDV,3.0,982129160000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B00001XDTK,4.0,982152296000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B00004S3AI,4.0,982153631000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B00004SV2B,5.0,982175722000
AF3NDPYCN55IRZS537ZVBPMMUROA,B001EYUPAQ,5.0,982342136000
AF3NDPYCN55IRZS537ZVBPMMUROA,B00002S6CC,2.0,982602946000
AF3NDPYCN55IRZS537ZVBPMMUROA,B00004T00A,2.0,982605003000
AF3NDPYCN55IRZS537ZVBPMMUROA,B001EYUT7A,5.0,982605736000
AF3NDPYCN55IRZS537ZVBPMMUROA,B00001IVB4,3.0,982606900000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B000003SQQ,4.0,982762157000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004SWLT,5.0,982762633000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004Y57G,4.0,983463034000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B000056KDW,4.0,983551662000
AEJ3MXYLRYKXWNL7GDIXHSEJDXBQ,B0000488VO,3.0,983797313000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B00004T1MD,2.0,983808498000
AHI4FA3GBHSW7TI3TWZIBUPXN3WA,B000056SNY,4.0,984534595000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004YLZM,4.0,984689848000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B00002S7YE,5.0,984873212000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00000PLUW,5.0,985090728000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00000JRSB,5.0,985176383000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B00004ZBO4,3.0,985211961000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004U1R2,5.0,985393411000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00002EPYJ,4.0,985549900000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004UDVJ,5.0,985628104000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B0000296ZD,3.0,985635283000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B001EYUPU6,4.0,985779942000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B00004RFBE,3.0,985808234000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00002R28C,5.0,985884382000
AEJ3MXYLRYKXWNL7GDIXHSEJDXBQ,B00004S99N,4.0,986133743000
AEJ3MXYLRYKXWNL7GDIXHSEJDXBQ,B00004U1IO,3.0,986140585000
AF3NDPYCN55IRZS537ZVBPMMUROA,B00004KHB3,3.0,986232797000
AEJ3MXYLRYKXWNL7GDIXHSEJDXBQ,B00004W4QJ,5.0,986394065000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B001EYUQ96,5.0,986769154000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B000059S8D,4.0,986839695000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004U3GC,4.0,986913824000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005BIGC,3.0,986993756000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B00004U5VF,5.0,987105761000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B00004YRQA,5.0,987105879000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004VP4B,3.0,987187845000
AHOZASRRCUPXDORJBM5ZGMH5AKNA,B001EYUQ96,4.0,987190237000
AHOZASRRCUPXDORJBM5ZGMH5AKNA,B00004TJ2T,3.0,987190521000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004OCYH,3.0,987190524000
AHOZASRRCUPXDORJBM5ZGMH5AKNA,B00004YROX,5.0,987190884000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004RFBE,1.0,987191714000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00002SV6G,1.0,987192807000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B000059Z7H,5.0,987542607000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B004O4C0G0,4.0,987689887000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00000K2R4,4.0,987909619000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005AYE5,5.0,988026240000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005AQRH,5.0,988026488000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005AW1W,4.0,988026693000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004WHWG,4.0,988053882000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B001EYUPP6,5.0,988201895000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00001XDKL,3.0,988603258000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005AW20,4.0,988903967000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00002STXL,1.0,989040488000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004ZDFY,4.0,989175584000
AFSP4K4T5WBMQ3ZMDZ46QWLVQVBQ,B001EYUQ96,3.0,989808940000
AEJ3MXYLRYKXWNL7GDIXHSEJDXBQ,B00001XDUB,5.0,989857944000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004YNVG,4.0,989874458000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005ATSM,5.0,990084095000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004KHB0,5.0,990201218000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B001EYUW9K,1.0,990203921000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005B8FZ,4.0,990363683000
AFSP4K4T5WBMQ3ZMDZ46QWLVQVBQ,B000059S8D,4.0,990517310000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005ATSN,4.0,990687753000
AHI4FA3GBHSW7TI3TWZIBUPXN3WA,B00005BISF,5.0,990731610000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00004SVXQ,5.0,991324970000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00004SVO0,4.0,991325673000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005BIG7,5.0,991522926000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005B8IX,4.0,991595012000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005BJ9G,5.0,991595422000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B001E91OQA,5.0,991654406000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B00004TJ2T,3.0,991656100000
AF3NDPYCN55IRZS537ZVBPMMUROA,B00004NS0Z,4.0,991660406000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B000035Y6N,5.0,992152511000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00002SVYB,3.0,992153167000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005BIGE,5.0,992195318000
AGIR72F44THTLBTB46EUF5HCK6IA,B00000INR2,5.0,992196561000
AGSTNV5KAPDUGVJ4R3CKWQYO7WYA,B001ELJFJQ,4.0,992210572000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B0797NWLPP,5.0,992281694000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B000035Y2Q,4.0,992351744000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00004SVQP,3.0,992352691000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004TEXX,5.0,992551982000
AGTESY2ND4N2XHXTMMNT3YVG52CQ,B00004SVXW,5.0,992579474000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005JY66,4.0,992740474000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B000056KDY,5.0,992740941000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B000058CCN,4.0,993364557000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B00005BIG7,4.0,993580108000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00004SVS9,5.0,993848584000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005BJ9F,5.0,994004770000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B001EYUNUS,5.0,994028168000
AGX4QGDAQZQRII5YUAUAASPRUW3Q,B00000JRSB,5.0,994245315000
AGX4QGDAQZQRII5YUAUAASPRUW3Q,B0000296O5,3.0,994246329000
AGX4QGDAQZQRII5YUAUAASPRUW3Q,B00004Y57G,5.0,994247742000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00004SVYE,3.0,994295057000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00004SVY2,4.0,994686500000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00004DSDE,3.0,994692585000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00005B444,5.0,994694183000
AFRYPSUWNLA3JHPZ2JFJ2UPHICAA,B000056KDW,3.0,994816445000
AF3NDPYCN55IRZS537ZVBPMMUROA,B00003OPEQ,5.0,994888968000
AFSP4K4T5WBMQ3ZMDZ46QWLVQVBQ,B00005JD6P,2.0,994922933000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B00005A3I8,4.0,995022243000
AGSTNV5KAPDUGVJ4R3CKWQYO7WYA,B00005A3I8,4.0,995081939000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00004SVV1,3.0,995130569000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00002SVG3,4.0,995310751000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B00005ML10,2.0,995392690000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B001EYUWY0,2.0,995733691000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004TUF1,3.0,995822959000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B001EYUWY0,5.0,995924802000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B001EYUPAQ,5.0,996013098000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B00005BIQK,3.0,996013248000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00003CWH5,4.0,996179374000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00005N9CQ,3.0,996179778000
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B00004S99S,5.0,996199407000
AEWLQYBQDYWWUWK6UHHTNWO5AHYA,B00005C7P7,5.0,996533709000
AEWLQYBQDYWWUWK6UHHTNWO5AHYA,B001EYUPNS,5.0,996534213000
AFTJXFG5ROSCLWRRVMAV7O33CDVA,B00004XOMV,3.0,996598328000
AGIR72F44THTLBTB46EUF5HCK6IA,B00002STFP,5.0,996608824000
AH47YOPCGAQVRBKZ5ZZO7YB4EF3A,B00004WLMA,5.0,996676703000
AGSTNV5KAPDUGVJ4R3CKWQYO7WYA,B001EYUNOE,5.0,996809239000
AGIR72F44THTLBTB46EUF5HCK6IA,B00000K4E1,4.0,996861554000
AGIR72F44THTLBTB46EUF5HCK6IA,B00001QES1,4.0,996862288000
AGIR72F44THTLBTB46EUF5HCK6IA,B00002970G,3.0,996863230000
AGIR72F44THTLBTB46EUF5HCK6IA,B00004TEXR,2.0,996864272000
AH47YOPCGAQVRBKZ5ZZO7YB4EF3A,B00004W4VE,3.0,996864619000
AGIR72F44THTLBTB46EUF5HCK6IA,B00003OTI3,1.0,996866222000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00001KUII,4.0,996903270000
AGIR72F44THTLBTB46EUF5HCK6IA,B00002STFN,3.0,997137706000
AGIR72F44THTLBTB46EUF5HCK6IA,B00000I1B8,3.0,997138486000
AG3M6G4CNQXQ6BI6RXP5P5SF2VVA,B00005MDZY,5.0,997746049000
AGIR72F44THTLBTB46EUF5HCK6IA,B000038A7C,5.0,998197478000
AGIR72F44THTLBTB46EUF5HCK6IA,B00004T70W,5.0,998241936000
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B00005A775,4.0,998714558000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B00004R61M,2.0,998830822000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B00002CF96,4.0,998831350000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B0086VPV86,4.0,998832268000
AGIR72F44THTLBTB46EUF5HCK6IA,B00000JHPD,3.0,998842470000
AGIR72F44THTLBTB46EUF5HCK6IA,B00004S9A2,3.0,998842630000
AHOZASRRCUPXDORJBM5ZGMH5AKNA,B00005MO5E,3.0,999223576000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B00005KAY0,2.0,999288470000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B00001SHON,3.0,999294226000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B00001QEEP,2.0,999307507000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B00004TTHT,4.0,999366889000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B001EYUPKQ,3.0,999367088000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B00005AG1J,5.0,999396855000
AGIR72F44THTLBTB46EUF5HCK6IA,B00004SVYE,5.0,999444477000
AGIR72F44THTLBTB46EUF5HCK6IA,B00004SVXW,5.0,999444936000
AHI4FA3GBHSW7TI3TWZIBUPXN3WA,B09MFBJJQJ,5.0,999650557000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B00004SWKG,3.0,1000137170000
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B00000K115,5.0,1000527771000
AGIR72F44THTLBTB46EUF5HCK6IA,B001E91OQA,5.0,1000702643000
AE3QLHFJ3IN4P4SGD4DYY2JZNTMQ,B00005ASGK,5.0,1000945558000
AGIR72F44THTLBTB46EUF5HCK6IA,B00004RIPJ,4.0,1000946563000
AGIR72F44THTLBTB46EUF5HCK6IA,B000035XGG,5.0,1001029141000
AGIR72F44THTLBTB46EUF5HCK6IA,B00005AV8W,4.0,1001029640000
AGIR72F44THTLBTB46EUF5HCK6IA,B00004SVO2,5.0,1001030042000
AGIR72F44THTLBTB46EUF5HCK6IA,B000035XZD,5.0,1001030518000
AGIR72F44THTLBTB46EUF5HCK6IA,B001ELJPXW,1.0,1001031501000
AGIR72F44THTLBTB46EUF5HCK6IA,B00002ST2A,4.0,1001032728000
AGIR72F44THTLBTB46EUF5HCK6IA,B000035Y3O,4.0,1001032922000
AGIR72F44THTLBTB46EUF5HCK6IA,B001EYUNCQ,2.0,1001033295000
AGIR72F44THTLBTB46EUF5HCK6IA,B00002ST29,3.0,1001033526000
AGIR72F44THTLBTB46EUF5HCK6IA,B00004SVVJ,5.0,1001034031000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B00004T9C6,5.0,1001281403000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B00000K2XJ,2.0,1001358290000
AGIR72F44THTLBTB46EUF5HCK6IA,B00002STH5,2.0,1001857754000
AGIR72F44THTLBTB46EUF5HCK6IA,B00002SVFR,5.0,1001859160000
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B000053VWB,5.0,1001943953000
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B00000K10O,4.0,1001944289000
AGIR72F44THTLBTB46EUF5HCK6IA,B00005B8FZ,5.0,1001993875000
AGIR72F44THTLBTB46EUF5HCK6IA,B00005B8G2,5.0,1001995048000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B00000JHPD,3.0,1001997888000
AGIR72F44THTLBTB46EUF5HCK6IA,B000021Y30,2.0,1002039003000
AGIR72F44THTLBTB46EUF5HCK6IA,B00000J2OO,5.0,1002040294000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B09MFBJJQJ,4.0,1002602618000
AGX4QGDAQZQRII5YUAUAASPRUW3Q,B00004SPRC,5.0,1002626282000
AGX4QGDAQZQRII5YUAUAASPRUW3Q,B00002STKO,2.0,1002629247000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B00002STGL,5.0,1002688275000
AGIR72F44THTLBTB46EUF5HCK6IA,B00005BJ9G,5.0,1002733003000
AGIR72F44THTLBTB46EUF5HCK6IA,B00002SU0O,3.0,1002759413000
AGIR72F44THTLBTB46EUF5HCK6IA,B00002SU3D,4.0,1002759853000
AGIR72F44THTLBTB46EUF5HCK6IA,B001ELJPLE,5.0,1002760496000
AGIR72F44THTLBTB46EUF5HCK6IA,B001ELJPLO,4.0,1002760765000
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B00004WFZQ,4.0,1002834664000
AGIR72F44THTLBTB46EUF5HCK6IA,B00002SU0N,5.0,1002849164000
AGIR72F44THTLBTB46EUF5HCK6IA,B00002R29G,3.0,1002849587000
AGIR72F44THTLBTB46EUF5HCK6IA,B000035XYL,3.0,1002850737000
AGX4QGDAQZQRII5YUAUAASPRUW3Q,B00005NOFJ,5.0,1002967442000
AFII27BC4YGZDC4LD77P3JCCRUYQ,B00002SVWG,5.0,1002993717000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B00005MDZY,3.0,1003096243000
AEIJMT6CA4MERWFA6FR56Y6EH7SA,B00001ZWMV,5.0,1003164594000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B00005OBQC,3.0,1003196921000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B00002970G,3.0,1003303997000
AGIR72F44THTLBTB46EUF5HCK6IA,B00005BL00,3.0,1003332821000
AEIJMT6CA4MERWFA6FR56Y6EH7SA,B00005NCD0,4.0,1003335374000
AGYL3DDXAR56G6XEAQVCSQCGZSXA,B000056KDW,4.0,1003368639000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B00004T70W,2.0,1003391160000
AGGVUGNFSFJQFEVXMYT5FHX4S67Q,B00005B8G1,3.0,1003430106000
AGIR72F44THTLBTB46EUF5HCK6IA,B00002STX6,3.0,1003451531000
AGIR72F44THTLBTB46EUF5HCK6IA,B00005C7P7,5.0,1003452086000
AGIR72F44THTLBTB46EUF5HCK6IA,B001EYUPRY,2.0,1003452679000
AGIR72F44THTLBTB46EUF5HCK6IA,B000035XZW,1.0,1003453556000
AGIR72F44THTLBTB46EUF5HCK6IA,B001EYUPW4,5.0,1003453898000
AGIR72F44THTLBTB46EUF5HCK6IA,B00004SVYR,3.0,1003454191000
AGIR72F44THTLBTB46EUF5HCK6IA,B00005AV86,5.0,1003454539000
AGIR72F44THTLBTB46EUF5HCK6IA,B000035XYA,5.0,1003455324000
AEIJMT6CA4MERWFA6FR56Y6EH7SA,B00005LIP5,2.0,1003528078000
AEIJMT6CA4MERWFA6FR56Y6EH7SA,B000056SNY,2.0,1003528451000
AH6QSVVGQOYPQWXXXUIE76DRG6SQ,B00005QX48,5.0,1004293243000
AHI4FA3GBHSW7TI3TWZIBUPXN3WA,B00002STVO,5.0,1004654281000
