user_id,video_id,date,hourmin,time_ms,is_click,is_like,is_follow,is_comment,is_forward,is_hate,long_view,play_time_ms,duration_ms,profile_stay_time,comment_stay_time,is_profile_enter,is_rand,tab
12572,4431,20220422,1800,1650622254925,1,0,0,0,0,0,0,12101,0,0,2604,0,1,1
22287,2818,20220422,1800,1650622583666,0,0,0,0,0,0,0,1315,131800,0,0,0,1,1
13912,4229,20220422,1800,1650622717830,0,0,0,0,0,0,0,1864,59750,0,0,0,1,1
5464,5352,20220422,1800,1650622860414,0,0,0,0,0,0,0,4083,114616,0,0,0,1,1
13912,5504,20220422,1800,1650622903327,0,0,0,0,0,0,0,1182,9033,0,0,0,1,1
16493,1813,20220422,1800,1650622924137,0,0,0,0,0,0,0,1232,54400,0,0,0,1,1
16493,1696,20220422,1800,1650623045753,0,0,0,0,0,0,0,1060,145966,0,0,0,1,1
6836,4569,20220422,1800,1650623064150,0,0,0,0,0,0,0,1462,57166,0,0,0,1,1
3180,3446,20220422,1800,1650623129646,0,0,0,0,0,0,0,2943,9533,0,0,0,1,1
3919,5107,20220422,1800,1650623271311,0,0,0,0,0,0,0,2192,25333,0,0,0,1,1
18622,6077,20220422,1800,1650623518267,0,0,0,0,0,0,0,2057,171200,0,0,0,1,1
5464,3626,20220422,1800,1650623773134,0,0,0,0,0,0,0,1856,93583,0,0,0,1,1
3180,516,20220422,1800,1650623802775,0,0,0,0,0,0,0,1505,23133,0,0,0,1,1
23154,1606,20220422,1800,1650623857762,0,0,0,0,0,0,0,2286,372966,0,0,0,1,1
3180,898,20220422,1800,1650623898913,0,0,0,0,0,0,0,2725,60166,0,0,0,1,1
16493,5528,20220422,1800,1650623953615,0,0,0,0,0,0,0,2451,344360,0,0,0,1,1
22158,5959,20220422,1800,1650624026817,1,0,0,0,0,0,1,33446,58920,0,0,0,1,1
21301,2231,20220422,1800,1650624061823,0,0,0,0,0,0,0,2644,360033,0,0,0,1,1
16493,5580,20220422,1800,1650624096803,0,0,0,0,0,0,0,5644,0,0,0,0,1,1
20020,327,20220422,1800,1650624149111,0,0,0,0,0,0,0,962,15866,0,0,0,1,1
22444,6878,20220422,1800,1650624229167,0,0,0,0,0,0,0,2602,219133,0,0,0,1,1
16493,6424,20220422,1800,1650624370986,0,0,0,0,0,0,0,1498,28166,0,0,0,1,1
9838,846,20220422,1800,1650624381146,0,0,0,0,0,0,0,1912,81500,0,0,0,1,1
1025,5696,20220422,1800,1650624537397,0,0,0,0,0,0,0,1032,161366,0,0,0,1,1
3180,4322,20220422,1800,1650624551780,0,0,0,0,0,0,0,4089,89133,0,0,0,1,1
3180,1227,20220422,1800,1650624583904,0,0,0,0,0,0,0,990,134916,0,0,0,1,1
18123,6384,20220422,1800,1650624627035,0,0,0,0,0,0,0,855,250280,0,0,0,1,1
22158,6428,20220422,1800,1650624627931,0,0,0,0,0,0,0,2053,38683,0,0,0,1,1
9838,2741,20220422,1800,1650624676690,0,0,0,0,0,0,0,1028,0,0,0,0,1,1
24113,4761,20220422,1900,1650624834922,0,0,0,0,0,0,0,1377,173080,0,0,0,1,1
23179,1386,20220422,1900,1650624845445,0,0,0,0,0,0,0,4980,61866,0,0,0,1,1
16493,6048,20220422,1900,1650624857389,0,0,0,0,0,0,0,1380,135000,0,0,0,1,1
23179,3609,20220422,1900,1650624880556,0,0,0,0,0,0,0,1487,96713,0,0,0,1,1
24207,2280,20220422,1900,1650624883577,0,0,0,0,0,0,0,2935,99960,0,0,0,1,1
9955,3181,20220422,1900,1650625251144,0,0,0,0,0,0,0,1488,30566,0,0,0,1,1
18123,5654,20220422,1900,1650625283508,0,0,0,0,0,0,0,1517,72380,0,0,0,1,1
22158,594,20220422,1900,1650625300763,0,0,0,0,0,0,0,3440,164150,0,0,0,1,1
4525,68,20220422,1900,1650625348996,0,0,0,0,0,0,0,987,121233,0,0,0,1,1
22158,6682,20220422,1900,1650625473875,0,0,0,0,0,0,0,2801,144040,0,0,0,1,1
22158,6929,20220422,1900,1650625825101,0,0,0,0,0,0,0,1537,596333,0,0,0,1,1
25537,2329,20220422,1900,1650625924399,0,0,0,0,0,0,0,668,78733,0,0,0,1,1
16493,6478,20220422,1900,1650625989542,0,0,0,0,0,0,0,1114,297500,0,0,0,1,1
9955,5085,20220422,1900,1650626143922,0,0,0,0,0,0,0,5347,18400,0,0,0,1,1
17713,5050,20220422,1900,1650626191899,0,0,0,0,0,0,0,765,251320,0,0,0,1,1
16493,2874,20220422,1900,1650626331151,1,0,0,0,0,0,1,62942,63960,0,0,0,1,1
25266,4321,20220422,1900,1650627047685,0,0,0,0,0,0,0,1239,169816,0,0,0,1,1
26171,252,20220422,1900,1650627053560,0,0,0,0,0,0,0,1154,18980,0,0,0,1,1
434,2453,20220422,1900,1650627190276,0,0,0,0,0,0,0,1406,111766,0,0,0,1,1
16493,2701,20220422,1900,1650627279580,0,0,0,0,0,0,0,1841,74216,0,0,0,1,1
21632,6449,20220422,2000,1650627340221,1,0,0,0,0,0,0,10149,216560,0,0,0,1,1
718,6775,20220422,1900,1650627609778,0,0,0,0,0,0,0,1366,420483,0,0,0,1,1
12454,3279,20220422,1900,1650627668755,0,0,0,0,0,0,0,4436,73500,0,0,0,1,1
413,1376,20220422,1900,1650627714906,0,0,0,0,0,0,0,1151,250916,0,0,0,1,1
24113,5770,20220422,1900,1650627943944,1,0,0,0,0,0,0,13302,35016,0,0,0,1,1
25733,1218,20220422,2000,1650628207629,0,0,0,0,0,0,0,1272,191666,0,0,0,1,2
18460,5781,20220422,2000,1650628354069,0,0,0,0,0,0,0,2747,24100,0,0,0,1,1
24113,2432,20220422,2000,1650628537371,0,0,0,0,0,0,0,3247,94633,0,0,0,1,1
25265,3355,20220422,2000,1650628560694,0,0,0,0,0,0,0,4629,79433,0,0,0,1,1
6069,1833,20220422,2000,1650629023646,0,0,0,0,0,0,0,945,250100,0,0,0,1,1
16493,3889,20220422,2000,1650629027687,0,0,0,0,0,0,0,1034,39866,0,0,0,1,1
19140,4964,20220422,2000,1650629032463,0,0,0,0,0,0,0,1095,19233,0,0,0,1,1
9321,7268,20220422,2000,1650629071453,1,0,0,0,0,0,0,10415,18023,0,0,0,1,1
26754,1232,20220422,2000,1650629316481,0,0,0,0,0,0,0,943,133160,0,0,0,1,1
18126,4612,20220422,2000,1650629374121,0,0,0,0,0,0,0,156,148000,0,0,0,1,1
3871,5896,20220422,2000,1650629707985,0,0,0,0,0,0,0,2482,18000,0,0,0,1,1
2081,3983,20220422,2000,1650629719389,1,0,0,0,0,0,0,12141,200291,0,0,0,1,1
24113,4560,20220422,2000,1650630036384,0,0,0,0,0,0,0,1606,67316,0,0,0,1,1
16493,4178,20220422,2000,1650630097591,0,0,0,0,0,0,0,1256,156300,0,0,0,1,1
18460,5197,20220422,2000,1650630100172,0,0,0,0,0,0,0,1303,94160,0,0,0,1,1
22276,1765,20220422,2000,1650630174707,0,0,0,0,0,0,0,1093,13333,0,0,0,1,1
15732,5692,20220422,2000,1650630354002,0,0,0,0,0,0,0,661,351100,0,0,0,1,1
26754,6303,20220422,2000,1650630432592,0,0,0,0,0,0,0,1937,177116,0,0,0,1,1
6908,2362,20220422,2000,1650630543953,0,0,0,0,0,0,0,1518,109733,0,0,0,1,1
23248,637,20220422,2000,1650630710872,0,0,0,0,0,0,0,1033,215450,0,0,0,1,1
413,4486,20220422,2000,1650630808667,1,0,0,0,0,0,1,49988,73133,0,31485,1,1,1
23248,222,20220422,2000,1650630865558,0,0,0,0,0,0,0,1469,289866,0,0,0,1,1
18688,416,20220422,2000,1650631067421,0,0,0,0,0,0,0,1110,16600,0,0,0,1,1
6962,5386,20220422,2000,1650631099808,0,0,0,0,0,0,0,1682,45666,0,0,0,1,1
6962,5811,20220422,2100,1650631254990,0,0,0,0,0,0,0,1348,86653,0,0,0,1,1
16493,7312,20220422,2000,1650631466470,0,0,0,0,0,0,0,1154,61936,0,0,0,1,1
6069,528,20220422,2000,1650631497106,0,0,0,0,0,0,0,3291,19900,0,0,0,1,1
26171,4771,20220422,2000,1650631517287,0,0,0,0,0,0,0,1011,0,0,0,0,1,1
16493,5056,20220422,2000,1650631614307,0,0,0,0,0,0,0,2627,39793,0,0,0,1,1
16493,5184,20220422,2000,1650631672701,0,0,0,0,0,0,0,1274,183333,0,0,0,1,1
18460,5102,20220422,2100,1650631683458,0,0,0,0,0,0,0,3315,21100,0,0,0,1,1
793,1600,20220422,2000,1650631717481,0,0,0,0,0,0,0,298,112712,0,0,0,1,1
23145,3399,20220422,2000,1650631768408,0,0,0,0,0,0,0,1284,33550,0,0,0,1,1
25448,1853,20220422,2000,1650631857825,0,0,0,0,0,0,0,324,114500,0,0,0,1,1
7110,3095,20220422,2000,1650631859880,0,0,0,0,0,0,0,1160,13400,0,0,0,1,1
22267,207,20220422,2100,1650631926223,0,0,0,0,0,0,0,3646,15516,0,0,0,1,1
13931,3428,20220422,2100,1650631933704,0,0,0,0,0,0,0,1171,440733,0,0,0,1,1
413,1924,20220422,2100,1650632001472,0,0,0,0,0,0,0,2204,65500,0,0,0,1,1
16493,4051,20220422,2100,1650632143868,0,0,0,0,0,0,0,1049,128919,0,0,0,1,1
4991,2378,20220422,2100,1650632199649,0,0,0,0,0,0,0,2322,67200,0,0,0,1,1
6836,6489,20220422,2100,1650632234106,0,0,0,0,0,0,0,1652,148880,0,0,0,1,1
6908,5838,20220422,2100,1650632238336,0,0,0,0,0,0,0,1108,300100,0,0,0,1,1
8260,3588,20220422,2100,1650632368528,0,0,0,0,0,0,0,2014,91840,0,0,0,1,1
7695,4726,20220422,2100,1650632376293,0,0,0,0,0,0,0,1900,77100,0,0,0,1,1
22267,2910,20220422,2100,1650632536034,0,0,0,0,0,0,0,1054,231533,0,0,0,1,1
18460,5465,20220422,2100,1650632589878,0,0,0,0,0,0,0,3204,88283,0,0,0,1,1
14730,679,20220422,2100,1650632704414,0,0,0,0,0,0,0,1252,10950,0,0,0,1,1
16493,7097,20220422,2100,1650632718156,0,0,0,0,0,0,0,2465,297550,0,0,0,1,1
14730,3190,20220422,2100,1650632841991,0,0,0,0,0,0,0,3780,129080,0,0,0,1,1
26171,176,20220422,2100,1650633046377,0,0,0,0,0,0,0,1015,162533,0,0,0,1,1
13912,4322,20220422,2100,1650633269881,1,0,0,0,0,0,0,7302,89133,0,0,0,1,1
26171,6870,20220422,2100,1650633435780,0,0,0,0,0,0,0,833,41900,0,0,0,1,1
14338,7,20220422,2100,1650633547463,0,0,0,0,0,0,0,931,0,0,0,0,1,1
26171,3909,20220422,2100,1650633589058,0,0,0,0,0,0,0,865,20250,0,0,0,1,1
19140,2319,20220422,2100,1650633615767,0,0,0,0,0,0,0,1359,104433,0,0,0,1,1
4991,3956,20220422,2100,1650633627101,0,0,0,0,0,0,0,2995,189900,0,0,0,1,1
4525,832,20220422,2100,1650633769424,0,0,0,0,0,0,0,3902,146200,0,0,0,1,1
22267,2227,20220422,2100,1650633784581,0,0,0,0,0,0,0,2496,78033,0,0,0,1,1
3419,2338,20220422,2100,1650633830567,0,0,0,0,0,0,0,1183,149616,0,0,0,1,1
6962,1865,20220422,2100,1650633870505,0,0,0,0,0,0,0,968,88766,0,0,0,1,1
26171,7561,20220422,2100,1650633904169,0,0,0,0,0,0,0,740,101200,0,0,0,1,1
26171,2151,20220422,2100,1650633911763,0,0,0,0,0,0,0,1055,64233,0,0,0,1,1
3419,3630,20220422,2100,1650633953632,0,0,0,0,0,0,0,976,48700,0,0,0,1,1
26171,4132,20220422,2100,1650634045411,0,0,0,0,0,0,0,788,33533,0,0,0,1,1
3419,5096,20220422,2100,1650634080512,0,0,0,0,0,0,0,1165,168833,0,0,0,1,1
6338,1360,20220422,2100,1650634114764,1,0,0,0,0,0,0,9686,130449,0,0,0,1,1
26171,1662,20220422,2100,1650634242664,0,0,0,0,0,0,0,999,88780,0,0,0,1,1
8520,6491,20220422,2100,1650634253818,0,0,0,0,0,0,0,1866,46916,0,0,0,1,1
6338,3917,20220422,2100,1650634309444,1,0,0,0,0,0,0,13445,111400,0,0,0,1,1
1817,4870,20220422,2100,1650634316315,0,0,0,0,0,0,0,1707,262266,0,0,0,1,1
26171,3489,20220422,2100,1650634356705,0,0,0,0,0,0,0,1070,0,0,0,0,1,1
3871,618,20220422,2200,1650634418111,0,0,0,0,0,0,0,1331,38333,0,0,0,1,1
26171,3196,20220422,2100,1650634432416,0,0,0,0,0,0,0,4201,15933,0,0,0,1,1
793,6084,20220422,2100,1650634454606,0,0,0,0,0,0,0,845,57466,0,0,0,1,1
23179,1670,20220422,2100,1650634863405,0,0,0,0,0,0,0,1409,57200,0,0,0,1,1
3419,6969,20220422,2100,1650635037102,0,0,0,0,0,0,0,1038,127166,0,0,0,1,1
3419,6793,20220422,2100,1650635053387,0,0,0,0,0,0,0,1059,117840,0,0,0,1,1
3419,4079,20220422,2100,1650635072821,0,0,0,0,0,0,0,1181,36966,0,0,0,1,1
24207,4508,20220422,2100,1650635085908,0,0,0,0,0,0,0,3798,147900,0,0,0,1,1
3419,1682,20220422,2100,1650635108726,0,0,0,0,0,0,0,1347,18300,0,0,0,1,1
4991,4180,20220422,2200,1650635133889,0,0,0,0,0,0,0,3417,90566,0,0,0,1,1
3419,1160,20220422,2100,1650635146456,0,0,0,0,0,0,0,2557,125600,0,0,0,1,1
6338,2343,20220422,2200,1650635153634,0,0,0,0,0,0,0,6790,151689,0,0,0,1,1
25265,5197,20220422,2200,1650635188154,0,0,0,0,0,0,0,2743,94160,0,0,0,1,1
13912,252,20220422,2100,1650635264397,0,0,0,0,0,0,0,1259,18980,0,0,0,1,1
6338,6568,20220422,2200,1650635349759,0,0,0,0,0,0,0,3875,152560,0,0,0,1,1
23179,2360,20220422,2100,1650635368700,0,0,0,0,0,0,0,1198,0,0,0,0,1,1
23179,3901,20220422,2200,1650635608346,0,0,0,0,0,0,0,1439,184200,0,0,0,1,1
23179,5210,20220422,2200,1650635629529,0,0,0,0,0,0,0,1185,164033,0,0,0,1,1
23179,280,20220422,2200,1650635683062,0,0,0,0,0,0,0,767,349800,0,0,0,1,1
17713,2065,20220422,2200,1650635729050,0,0,0,0,0,0,0,483,279533,0,0,0,1,1
13912,7482,20220422,2200,1650635754799,0,0,0,0,0,0,0,1063,308400,0,0,0,1,1
3198,1155,20220422,2200,1650635800097,0,0,0,0,0,0,0,3450,113566,0,0,0,1,1
2618,7469,20220422,2200,1650635832185,0,0,0,0,0,0,0,756,111766,0,0,0,1,1
21301,1271,20220422,2200,1650635870513,0,0,0,0,0,0,0,1085,119483,0,0,0,1,1
26171,7229,20220422,2200,1650635981796,0,0,0,0,0,0,0,926,94766,0,0,0,1,1
26171,4328,20220422,2200,1650635989817,0,0,0,0,0,0,0,812,178333,0,0,0,1,1
26171,3676,20220422,2200,1650636010475,0,0,0,0,0,0,0,735,50866,0,0,0,1,1
26171,5684,20220422,2200,1650636066335,0,0,0,0,0,0,0,925,0,0,0,0,1,1
13912,3659,20220422,2200,1650636223335,0,0,0,0,0,0,0,6307,0,0,0,0,1,1
22267,65,20220422,2200,1650636253272,0,0,0,0,0,0,0,1087,51400,0,0,0,1,1
4525,5757,20220422,2200,1650636259025,0,0,0,0,0,0,0,847,35233,0,0,0,1,1
13912,1383,20220422,2200,1650636416415,0,0,0,0,0,0,0,1273,181116,0,0,0,1,1
13912,468,20220422,2200,1650636476260,0,0,0,0,0,0,0,3163,95100,0,0,0,1,1
13912,6365,20220422,2200,1650636555858,0,0,0,0,0,0,0,974,68100,0,0,0,1,1
4525,5640,20220422,2200,1650636585268,1,0,0,0,0,0,0,11083,37830,0,0,0,1,1
26171,1214,20220422,2200,1650636625498,0,0,0,0,0,0,0,880,113313,0,0,0,1,1
13912,3025,20220422,2200,1650636686515,0,0,0,0,0,0,0,1038,23266,0,0,0,1,1
26171,1333,20220422,2200,1650636726420,0,0,0,0,0,0,0,2440,340783,0,0,0,1,1
13912,614,20220422,2200,1650636728356,0,0,0,0,0,0,0,1043,18766,0,0,0,1,1
13912,1216,20220422,2200,1650636990671,0,0,0,0,0,0,0,1043,14033,0,0,0,1,1
18688,1820,20220422,2200,1650637022781,0,0,0,0,0,0,0,2209,16833,0,0,0,1,1
26171,6772,20220422,2200,1650637039083,0,0,0,0,0,0,0,965,89566,0,0,0,1,1
26171,211,20220422,2200,1650637253360,0,0,0,0,0,0,0,1581,257933,0,0,0,1,1
9197,626,20220422,2200,1650637256293,0,0,0,0,0,0,0,4506,10866,0,0,0,1,1
3180,2999,20220422,2200,1650637374375,0,0,0,0,0,0,0,1228,115000,0,0,0,1,1
434,6023,20220422,2200,1650637402981,1,0,0,0,0,0,1,19601,18800,0,0,0,1,1
11443,2490,20220422,2200,1650637420885,0,0,0,0,0,0,0,3866,229033,0,0,0,1,1
20020,1776,20220422,2200,1650637422256,0,0,0,0,0,0,0,982,84666,0,0,0,1,1
18688,4574,20220422,2200,1650637469184,1,0,0,0,0,0,0,8741,61560,0,0,0,1,1
18688,357,20220422,2200,1650637519887,0,0,0,0,0,0,0,1042,17533,0,0,0,1,1
4525,487,20220422,2200,1650637689265,0,0,0,0,0,0,0,1922,0,0,0,0,1,1
6338,1603,20220422,2200,1650637919695,1,0,0,0,0,0,0,7308,53000,0,0,0,1,1
18688,6156,20220422,2200,1650638393285,0,0,0,0,0,0,0,2774,51833,0,0,0,1,1
9345,3748,20220422,2200,1650638409501,0,0,0,0,0,0,0,2672,17633,0,0,0,1,1
13912,3069,20220422,2200,1650638625488,0,0,0,0,0,0,0,877,71633,0,0,0,1,1
13912,7000,20220422,2200,1650638691010,0,0,0,0,0,0,0,3025,539800,0,0,0,1,1
13912,3062,20220422,2200,1650638719922,0,0,0,0,0,0,0,1404,122600,0,0,0,1,1
18688,833,20220422,2200,1650638897352,0,0,0,0,0,0,0,3951,110433,0,0,0,1,1
22287,1083,20220422,2200,1650639031959,0,0,0,0,0,0,0,1475,41200,0,0,0,1,1
6338,4062,20220422,2300,1650639106121,1,0,0,0,0,0,0,14537,76933,0,0,0,1,1
